PSNR (256)_YYUV
C:\Users\admin\Desktop\DPT\Tran.avi
C:\Users\admin\Desktop\DPT\Tra.mp4
AVG: 18.72908783
100.0000000
34.91658020
12.63662434
12.63657188
12.66492271
12.67476273
12.66146469
12.66534042
12.82142639
12.84768581
12.89194107
12.94408798
12.97311878
13.01077271
13.00533772
13.01177406
13.02760220
13.03568268
13.17493820
13.20676041
13.23239136
13.25661469
13.30022335
13.31343842
13.31425190
13.31998348
13.31238842
13.33219147
29.29800224
29.26505280
29.22762871
29.06364250
29.15033722
29.02105331
28.95133781
28.92400932
28.87477684
28.69313431
28.66577148
28.82569313
29.05952644
29.26129341
28.96065712
28.94872856
28.82975388
28.88725281
28.98406982
29.05469894
29.03964996
28.97492218
29.01972198
28.80966949
28.48320198
28.44248581
28.45615578
29.31909370
29.56515503
29.60293579
29.52366257
29.50194550
29.45475769
29.42334938
29.47455978
29.30904388
29.25877762
29.03665733
29.15481758
29.17855263
29.21314240
29.12669754
28.94853592
29.07015991
29.05437469
29.15013885
28.78532028
27.84704590
27.54736900
26.43365097
26.00869179
26.07553864
26.35658073
25.06237411
24.66573715
24.81921959
24.74715805
23.53574562
23.09088707
22.75996971
22.55579948
22.22260475
22.25037003
22.64086533
23.20474815
23.73461723
23.90079498
23.93825531
24.13070679
24.52413177
24.39605904
24.11038589
23.96678925
23.88487244
23.76937485
23.46400070
23.27553177
23.29562187
23.36514282
23.34005356
23.31154633
23.44352341
23.42204285
23.68573380
23.70801544
